year,month,day,flow_cfs,Source
2011,7,14,5750,USGS_12210700
2011,7,15,5570,USGS_12210700
2011,7,16,5230,USGS_12210700
2011,7,17,5380,USGS_12210700
2011,7,18,4840,USGS_12210700
2011,7,19,4600,USGS_12210700
2011,7,20,4160,USGS_12210700
2011,7,21,4870,USGS_12210700
2011,7,22,4880,USGS_12210700
2011,7,23,3870,USGS_12210700
2011,7,24,3780,USGS_12210700
2011,7,25,4340,USGS_12210700
2011,7,26,4040,USGS_12210700
2011,7,27,3610,USGS_12210700
2011,7,28,3320,USGS_12210700
2011,7,29,3580,USGS_12210700
2011,7,30,3690,USGS_12210700
2011,7,31,3830,USGS_12210700
2011,8,1,3710,USGS_12210700
2011,8,2,3370,USGS_12210700
2011,8,3,3360,USGS_12210700
2011,8,4,3350,USGS_12210700
2011,8,5,3470,USGS_12210700
2011,8,6,3320,USGS_12210700
2011,8,7,3230,USGS_12210700
2011,8,8,3090,USGS_12210700
2011,8,9,2990,USGS_12210700
2011,8,10,2760,USGS_12210700
2011,8,11,2550,USGS_12210700
2011,8,12,2550,USGS_12210700
2011,8,13,2540,USGS_12210700
2011,8,14,2480,USGS_12210700
2011,8,15,2300,USGS_12210700
2011,8,16,2190,USGS_12210700
2011,8,17,2080,USGS_12210700
2011,8,18,2040,USGS_12210700
2011,8,19,1980,USGS_12210700
2011,8,20,2030,USGS_12210700
2011,8,21,2350,USGS_12210700
2011,8,22,2660,USGS_12210700
2011,8,23,3210,USGS_12210700
2011,8,24,2810,USGS_12210700
2011,8,25,2640,USGS_12210700
2011,8,26,2550,USGS_12210700
2011,8,27,2350,USGS_12210700
2011,8,28,2180,USGS_12210700
2011,8,29,2060,USGS_12210700
2011,8,30,2010,USGS_12210700
2011,8,31,1850,USGS_12210700
2011,9,1,1700,USGS_12210700
2011,9,2,1560,USGS_12210700
2011,9,3,1490,USGS_12210700
2011,9,4,1460,USGS_12210700
2011,9,5,1470,USGS_12210700
2011,9,6,1490,USGS_12210700
2011,9,7,1510,USGS_12210700
2011,9,8,1590,USGS_12210700
2011,9,9,1770,USGS_12210700
2011,9,10,1750,USGS_12210700
2011,9,11,1830,USGS_12210700
2011,9,12,1850,USGS_12210700
2011,9,13,1740,USGS_12210700
2011,9,14,1560,USGS_12210700
2011,9,15,1400,USGS_12210700
2011,9,16,1330,USGS_12210700
2011,9,17,1170,USGS_12210700
2011,9,18,1190,USGS_12210700
2011,9,19,1340,USGS_12210700
2011,9,20,1170,USGS_12210700
2011,9,21,1120,USGS_12210700
2011,9,22,2050,USGS_12210700
2011,9,23,2850,USGS_12210700
2011,9,24,2410,USGS_12210700
2011,9,25,1990,USGS_12210700
2011,9,26,2860,USGS_12210700
2011,9,27,5480,USGS_12210700
2011,9,28,3110,USGS_12210700
2011,9,29,1970,USGS_12210700
2011,9,30,1640,USGS_12210700
2011,10,1,1480,USGS_12210700
2011,10,2,1450,USGS_12210700
2011,10,3,1560,USGS_12210700
2011,10,4,1870,USGS_12210700
2011,10,5,1560,USGS_12210700
2011,10,6,1540,USGS_12210700
2011,10,7,1390,USGS_12210700
2011,10,8,1420,USGS_12210700
2011,10,9,1320,USGS_12210700
2011,10,10,1360,USGS_12210700
